reviewTime,unixReviewTime,reviewerID,image,asin,reviewText,style,overall,summary,reviewerName,vote,verified
"10 29, 2016",1477699200,A22UR5K2HTVU8U,,B000ER9V68,kind of conservative.  wasn't look I was going for ;),"{'Size:': ' Small', 'Color:': ' Red'}",3,kind of conservative. wasn't look I was going for ...,jcard,,TRUE
"10 25, 2016",1477353600,AOIRKJ9BPB7KP,,B000ER9V68,it was a hit at the party!  fit comfortably and was decent quality for the low price.  the headband was a little flimsy (super small feather) but that was an easy fix.  it was cold the night i wore it and i found it surprisingly warm (that's the polyester).  anyways... it was cute and i'm glad it fit true to size.,"{'Size:': ' X-Large', 'Color:': ' Black'}",4,fit comfortably and was decent quality for the low price,Amazon Customer,,TRUE
"10 19, 2016",1476835200,A1FE2V85W3OY96,,B000ER9V68,Great costume! Fits as expected!,"{'Size:': ' Small', 'Color:': ' Red'}",5,Five Stars,Brittany Becker,,TRUE
"10 14, 2016",1476403200,A2MLX3WPKI3GR4,,B000ER9V68,My daughter needed it for a school event it fits great.,"{'Size:': ' X-Large', 'Color:': ' Red'}",5,Great buy,Tia Edwards,,TRUE
"10 13, 2016",1476316800,A3NQ92BV57WIX2,,B000ER9V68,I order the dress small and it's little big on me . No true to its size,"{'Size:': ' Small', 'Color:': ' Black'}",1,One Star,Amazon Customer,,TRUE
"10 11, 2016",1476144000,A2UF4FT8Y26L4C,,B000ER9V68,"I am 5'9"", about 150 lbs and I bought a size Large which was way too big. The neckline was so large my bra was hanging out and due the fact that there is fringe on the shoulder straps, it is not easily modified. For this reason, I had to return it. Other than that, it looked pretty decent for $20.","{'Size:': ' Large', 'Color:': ' Black'}",3,Runs true to size or slightly large,Amazon Customer,,TRUE
"10 10, 2016",1476057600,A30IRQT1DD0HRK,,B000ER9V68,Better than expected. Fast delivery,"{'Size:': ' Large', 'Color:': ' Red'}",5,Five Stars,Gwen H. Walker,,TRUE
"10 9, 2016",1475971200,AFP73G5WH2A33,,B000ER9V68,"I ordered this as an impulse buy about a month before Halloween, and I do not regret it. It fits exactly as in the picture (I'm 5'5""-5'6""and 130-135 pounds) and it looks super cute! I wish it came with gloves, but I will just buy those and fishnet stockings separately, making it still cheaper than comparable outfits at Halloween or party supply stores.",,5,Love it!,Harley,,TRUE
"10 3, 2016",1475452800,A2S8UZO9A03CF1,,B000ER9V68,Just beautiful!,"{'Size:': ' Large', 'Color:': ' Black'}",5,Five Stars,graa vissirini,,TRUE
"10 3, 2016",1475452800,A1IKDDUPFF76AA,,B000ER9V68,Costume was missing headband.  Can you just reship that piece without the hassle of a return?,"{'Size:': ' X-Large', 'Color:': ' Black'}",3,Missing Parts,amy burger,,TRUE
"10 3, 2016",1475452800,AXX7W3TS2EFR8,,B000ER9V68,I'm a size 4 and buy a dress medium. I was a little loose,"{'Size:': ' Medium', 'Color:': ' Red'}",3,Three Stars,cathleen d.,,TRUE
"10 2, 2016",1475366400,A2MWFLMV8F7RH,,B000ER9V68,Very good quality! Heavy and not see through. Love it!,"{'Size:': ' X-Large', 'Color:': ' Black'}",5,Five Stars,London,,TRUE
"09 29, 2016",1475107200,A32QOKHXKR5QAH,,B000ER9V68,Fit perfectly and was delivered on time!,"{'Size:': ' X-Large', 'Color:': ' Black'}",5,Five Stars,Terra Johnson,,TRUE
"09 28, 2016",1475020800,A14VL6KYC4HT22,,B000ER9V68,"I was a bit worried the dress would be too small, but decided to go with my normal size (small). The dress fit perfectly! I am 34DD, pant size 26/27, 5'3"". It will work great for the 1920s party I am attending and you can't beat the price!","{'Size:': ' Small', 'Color:': ' Black'}",5,"Great dress for the price, fit as expected.",Gina Decker,,TRUE
"09 27, 2016",1474934400,A33J1ZN1Z61TRK,,B000ER9V68,My daughter loved it,"{'Size:': ' Large', 'Color:': ' Black'}",5,Five Stars,Mai,,TRUE
"09 19, 2016",1474243200,A26G8CNSPGYSEG,,B000ER9V68,Nice dress. Fit me perfectly. Does feel like a real dress not a costume.,"{'Size:': ' X-Large', 'Color:': ' Black'}",4,Great Dress up Dress,R. Jackel,,TRUE
"09 14, 2016",1473811200,A249GB9976FO00,,B000ER9V68,"My niece loved it and is wearing it to homecoming with a theme of The Great Gatsby.  Gloves, hose and boa do not come with it, only headband and dress but a great buy and good quality.","{'Size:': ' Large', 'Color:': ' Black'}",5,My niece loved it and is wearing it to homecoming with a ...,Lawbet,,TRUE
"09 6, 2016",1473120000,AEON1C7DR28EI,,B000ER9V68,"It's really cute but it you have hips, definitely order up a size. I'm a curvy size 6/8 and normally wear a medium. So glad I read the other reviews and ordered a large. Fits perfect.","{'Size:': ' Large', 'Color:': ' Black'}",4,Cute dress but zero room in the hips,Jenn Ellis,,TRUE
"08 28, 2016",1472342400,A2N7D72TQVB9M8,,B000ER9V68,I can't get it over my shoulders. It should have fit. I weigh 150& wear a size 12/14,"{'Size:': ' X-Large', 'Color:': ' Red'}",1,One Star,Amazon Customer,,TRUE
"08 27, 2016",1472256000,A27KULFI5U1B50,,B000ER9V68,Amazing costume I love this !,"{'Size:': ' Medium', 'Color:': ' Red'}",5,Five Stars,pam riley,,TRUE
"08 23, 2016",1471910400,A2S4S1LHIKIGD,,B000ER9V68,I need it for a 20's party in September.,"{'Size:': ' Large', 'Color:': ' Red'}",2,Two Stars,Amazon Customer,,TRUE
"08 2, 2016",1470096000,A3CGUPGZARX6MF,,B000ER9V68,"Just as described, thanks!","{'Size:': ' Medium', 'Color:': ' Red'}",5,Five Stars,Ken Barnes,,TRUE
"08 1, 2016",1470009600,A30DD9LWXR6FSL,,B000ER9V68,"Loved the dress, as did everyone else.  Great fit!  I was very pleased.","{'Size:': ' Large', 'Color:': ' Black'}",5,Five Stars,Susan P. Bednarcik,,TRUE
"07 27, 2016",1469577600,AUGU6UNXUSVPU,,B000ER9V68,If there was a XS available I would have gotten it but it should work okay with a belt!,"{'Size:': ' Small', 'Color:': ' Red'}",4,Cute dress but too big,Emily Calobrisi,,TRUE
"07 21, 2016",1469059200,A3RHTZCFS4A95W,,B000ER9V68,It's a costume with costume quality.  It served its purpose for a Great Gatsby themed party.,"{'Size:': ' Large', 'Color:': ' Red'}",5,It served its purpose for a Great Gatsby themed party,folam,,TRUE
"07 19, 2016",1468886400,A1LEGSXKRB5KNO,,B000ER9V68,Great costume,"{'Size:': ' Large', 'Color:': ' Black'}",5,Five Stars,ladeejay,,TRUE
"07 10, 2016",1468108800,AKMUL70R4VK4M,,B000ER9V68,I usually wear a size 4.  I sized up because people said it runs small.  I ordered a medium and had to return it for a small.  The small fits perfectly.,"{'Size:': ' Medium', 'Color:': ' Black'}",5,adorable,CaliHi,,TRUE
"07 4, 2016",1467590400,A2A1GVRRZOYWB9,,B000ER9V68,"It's a little bit big on me, but I am very tiny and petite. I love it though! The head band looks super cute with it. The costume is definetly 1920's/Flapper looking!","{'Size:': ' Small', 'Color:': ' Black'}",4,I love it though,Amazon Customer,,TRUE
"06 19, 2016",1466294400,ATYY0KAKKCZQ9,,B000ER9V68,Great costume and fit perfect. Sizing was right on. Costume came with all the pieces.,"{'Size:': ' X-Large', 'Color:': ' Black'}",5,Five Stars,Cheryl,,TRUE
"06 19, 2016",1466294400,A1AZW1X9QHMCKB,,B000ER9V68,The dress was to small it was not the color i wanted but it fitted my niece who is a childs x large,"{'Size:': ' X-Large', 'Color:': ' Black'}",1,The dress was to small it was not the color ...,Amazon Customer,,TRUE
"06 15, 2016",1465948800,A7FYYM5AYOM1P,,B000ER9V68,"I like the dress, it is just not a true to size XL. I am a size 14 and XL covers sizes 14 & 16.","{'Size:': ' X-Large', 'Color:': ' Black'}",3,I like the dress,Teresita P Obermann,,TRUE
"06 15, 2016",1465948800,A1TX7KXUH6BP61,,B000ER9V68,Great deal for a last minute Gatsby party. Quality wasn't the best but it worked.,"{'Size:': ' Small', 'Color:': ' Black'}",4,Four Stars,Diane P.,,TRUE
"06 14, 2016",1465862400,A2YRMLABQU2IO7,,B000ER9V68,"Loved the dress! Fit perfectly! Im 5""11 and a size 6. Large fit perfect. Good quality, recieved many compliements. Head piece is pretty basic, just the headband and the feather. I fixed it myself but overall it was a great purchase!","{'Size:': ' Large', 'Color:': ' Black'}",5,Great dress for a flapper night occasion!,Erika,,TRUE
"06 11, 2016",1465603200,A3MRR6FG95GUWM,,B000ER9V68,Love it,"{'Size:': ' Medium', 'Color:': ' Black'}",5,Five Stars,elizabeth stewart,,TRUE
"06 5, 2016",1465084800,A1LFQ4DR7ZDLVL,,B000ER9V68,Very nice dress! Really good quality!!!!,"{'Size:': ' Medium', 'Color:': ' Black'}",5,Five Stars,Amazon Customer,,TRUE
"06 1, 2016",1464739200,AHF03A0P13HVC,,B000ER9V68,It worked for what I needed it for. It shed quite a bit but after ordering and returning 2 other dresses.. I was pleased that it fit!,"{'Size:': ' Large', 'Color:': ' Black'}",4,I was pleased that it fit,Amazon Customer,,TRUE
"06 1, 2016",1464739200,ALRR8KSK4WHYN,['https://images-na.ssl-images-amazon.com/images/I/41oKbCIqREL._SY88.jpg'],B000ER9V68,Loved my dress!! Fit perfect and looked great..it does have a bit of static not sure if it had something to with the weather but did not bother me at all.,"{'Size:': ' Medium', 'Color:': ' Black'}",5,Loved my dress,Amazon Customer,2,TRUE
"05 28, 2016",1464393600,A2XFSZLCLPODWE,,B000ER9V68,"So I bought it for my kid to wear at the performance as a costume. However, the quality of this dress is amazing. I am picky and I realized I am actually going to wear it. It doesn't look cheap or costume-like. I ended up loving it!!","{'Size:': ' Small', 'Color:': ' Black'}",5,Love it without any buts!,Marina A. Garcia,,TRUE
"05 24, 2016",1464048000,A1TKM13YNHFF9A,['https://images-na.ssl-images-amazon.com/images/I/71QslS1YHyL._SY88.jpg'],B000ER9V68,"This dress worked perfectly for a Great Gatsby themed wedding. I am 5'2, 125 pounds and the small fit perfectly.","{'Size:': ' Small', 'Color:': ' Black'}",5,Highly recommend.,Bonnie Fletcher,3,TRUE
"05 21, 2016",1463788800,A6YJSVG382H6V,,B000ER9V68,Fit perfectly...worked out well for the event...didn't realize it came with a head band with a feather.  I will send the other headband I ordered back because it didn't fit as well.,"{'Size:': ' X-Large', 'Color:': ' Black'}",5,Fit perfectly... worked out well for the ...,Amazon Customer,,TRUE
"05 15, 2016",1463270400,A3NQ06OS3I7EAW,,B000ER9V68,"Really good quality for the price. I disagree with the other reviews that say it runs small. I found it true to size. Also, I am 5'11"" and was pleasantly surprised that this was not too short on me.","{'Size:': ' Small', 'Color:': ' Black'}",5,Really good quality for the price,Jm,,TRUE
"05 10, 2016",1462838400,A1O1QLIF4AVYOP,['https://images-na.ssl-images-amazon.com/images/I/41QoU10NN0L._SY88.jpg'],B000ER9V68,"This was a great costume purchase!  I planned a surprise gangster party for my wife's 45th birthday this year.  I bought this costume without her input, but what a great purchase!  I followed the fit guide provided by California Costumes and bought her a size small.  My wife is petite.  She is 5'3"" tall and weights about 105 pounds.  The costume fit perfectly and she said it was very comfortable.  I had purchased California Costumes in the past, and had knowledge of what a quality costume they make.  This costume was just as pictured in the description and it was a great hit with my wonderful bride.  The costume held up well, and I was able to fold the costume back up and put it in the original packaging again and we will use it for a Halloween event sometime in the future.  California Costumes really does a great job.  We currently have three California Costumes, and I would definitely purchase from them again.  Their fit guides and descriptions are consistent with the actual product, and the quality can't be beat.  I have included a picture of us in our costumes...her is the California Costume, mine is just a deconstructed suit that I made into a gangster costume.  (P.S.  The gray boa, the pearls, the hose, and shoes on my wife's costume were purchased separately, they are not included in the original costume,but they really added some great detail)","{'Size:': ' Small', 'Color:': ' Black'}",5,Another great California C,e850,,TRUE
"05 7, 2016",1462579200,A36P45ZWC7X3DE,,B000ER9V68,I looked amazing in my costume for my dance concert. It held up perfectly!,"{'Size:': ' Small', 'Color:': ' Black'}",5,Five Stars,Kai&#039; C.,,TRUE
"05 6, 2016",1462492800,A221WCYENPSXC5,,B000ER9V68,"There is another  layer of tassels on top. The picture shows just one long layer and the rest of the dress with a shorter length of tassels. On the dress irl, all the tassel layers are the same length.","{'Size:': ' Small', 'Color:': ' Black'}",4,There is another layer of tassels on top. The ...,Amazon Customer,,TRUE
"05 3, 2016",1462233600,A1W5OBUS9AFBJL,,B000ER9V68,"I read the reviews, thank you!, that it ran on the small side so I ordered a size larger for my daughter who is tall and thin. It is short, which is shown in the picture, but a delightful purchase!","{'Size:': ' Large', 'Color:': ' Black'}",4,"I read the reviews, thank you!, that ...",Kathryn C.,,TRUE
"05 2, 2016",1462147200,A33SCPVZ69XLS2,,B000ER9V68,Great product! Just as advertised,"{'Size:': ' X-Large', 'Color:': ' Black'}",5,just as advertised,L J F,,TRUE
"05 1, 2016",1462060800,A359043TL6MB7L,,B000ER9V68,"This dress is gorgeous! I'm glad I read the reviews to go with a size larger. I'm bigger in the bottom, but the top was a bit large. However that's okay because the dress is absolutely fun to be in!","{'Size:': ' Large', 'Color:': ' Red'}",4,Love it!,2poms,,TRUE
"04 24, 2016",1461456000,A21H3NQAJHX4J3,,B000ER9V68,I am really glad I didn't go by most of the reviews. I ordered my normal size (small) and it fit perfect! It is comfortably roomy - not baggy or too tight. I wear anywhere from a size 0 to a size 4 petite.,"{'Size:': ' Small', 'Color:': ' Black'}",5,Perfect fit!,Mel,,TRUE
"04 19, 2016",1461024000,A1KD2FSWS8G0Q7,,B000ER9V68,"Bought the small costume for my daughter for a 20's night presentation she had to give at school.  She is 4""9"" and the length and fit were great!  Dress is very flattering and not tight through the middle or hips.  The headband with the single feather was fine - slightly small feather but she is petite and she thought she looked great! Added fishnet stockings, gloves, beads and a black feather boa (that never stops shedding!)  She looked marvelous and got many compliments on her outfit!  Ordered it with Amazon prime and it arrived in 48 hours.","{'Size:': ' Small', 'Color:': ' Black'}",5,"She is 4""9"" and the length and fit were great! Dress is very flattering and not tight through ...",Sue,,TRUE
"03 29, 2016",1459209600,A1X66AZ6MAJDN3,,B000ER9V68,Sheds.,"{'Size:': ' Large', 'Color:': ' Black'}",3,Three Stars,Krista R Guttenberg,,TRUE
"03 27, 2016",1459036800,AFEG7S4AB77AR,,B000ER9V68,"Fit was nice, not too short as most were.","{'Size:': ' Large', 'Color:': ' Red'}",5,Five Stars,hager,,TRUE
"03 25, 2016",1458864000,A3O6GI918POOY2,,B000ER9V68,Way to big. Wasn't very cute on me.,"{'Size:': ' X-Large', 'Color:': ' Black'}",2,Runs LARGE,sandi burt,,TRUE
"03 23, 2016",1458691200,A31NW7QXEIUDJD,,B000ER9V68,This costume is made very well for the price.,"{'Size:': ' Large', 'Color:': ' Black'}",4,Four Stars,Maria Smith,,TRUE
"03 20, 2016",1458432000,A1R8PLO2WHHL3,,B000ER9V68,Great deal and fit,"{'Size:': ' Medium', 'Color:': ' Black'}",5,Great Costume,firedog026,,TRUE
"03 16, 2016",1458086400,A2UKPLGNGII3LK,"['https://images-na.ssl-images-amazon.com/images/I/81kkmk91FcL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81OaXkThhsL._SY88.jpg']",B000ER9V68,I'm so upset with this order! I paid an extra $5 for 2 day shipping because I needed this costume ASAP for a Great Gatsby party at school. I just received and opened it 5 minutes ago and I already have an issue. It only came with the dress and not the headband! Not only did it just have the dress but the dress wasn't even finished being made!!!! It still had some of the fringe not unraveled yet and it was still attached to a long piece of string. So upset right now because it fit perfectly and I need this by next Wednesday!!,"{'Size:': ' Medium', 'Color:': ' Black'}",2,No headband and an unfinished dress,samantha chavez,3,TRUE
"03 14, 2016",1457913600,A3HR30G37LO8M4,,B000ER9V68,"I got a size up from what I normally wear as recommended by the other reviews. Unfortunately for me, it seems true to size so ended up returning it due to it being too big on me. I'm 110 lbs and size small was too big","{'Size:': ' Small', 'Color:': ' Red'}",5,... a size up from what I normally wear as recommended by the other reviews,Emily De Nooy,,TRUE
"03 9, 2016",1457481600,A1AMS02KVZ81GK,,B000ER9V68,great for halloween,"{'Size:': ' X-Large', 'Color:': ' Black'}",4,Four Stars,mel,,TRUE
"03 7, 2016",1457308800,AP4N3N5V8AGAY,,B000ER9V68,"I really love this costume! Just a warning, the other reviewers are right about it running small. I usually wear a 8-10 dress size and ordered the xl thinking I'd need to take it in somewhat. It actually fit perfectly!","{'Size:': ' X-Large', 'Color:': ' Black'}",5,I really love this costume,Shannon Bates,,TRUE
"03 6, 2016",1457222400,A1QB12LILU9PBU,,B000ER9V68,Fits great. Smooth transaction. Thank you!!!,"{'Size:': ' Small', 'Color:': ' Red'}",5,Five Stars,Barbara Jennings,,TRUE
"03 3, 2016",1456963200,A1I202F09W5FH4,,B000ER9V68,It worked for what I needed,"{'Size:': ' Small', 'Color:': ' Red'}",5,Five Stars,rlp,,TRUE
"03 2, 2016",1456876800,A26TPORSFVRC4O,,B000ER9V68,perfect for my daughter's great gatsby party. :)  the medium fit like a medium.,"{'Size:': ' Medium', 'Color:': ' Black'}",5,worth the money,t nelsen,,TRUE
"03 2, 2016",1456876800,A2BJLVN61OMXP7,,B000ER9V68,bought this for work on Halloween. I also bought it a size bigger and it fit fine.  Great costume for the price.  Heavier than I expected.  Pleasant surprise.,"{'Size:': ' Large', 'Color:': ' Black'}",5,I also bought it a size bigger and it fit fine. Great costume for the price,Lisa,,TRUE
"03 2, 2016",1456876800,A11BG2EDMZFRMV,,B000ER9V68,Exactly as expected. Good fit and fun costume,"{'Size:': ' Medium', 'Color:': ' Black'}",5,Good fit,Catherine van Bergen,,TRUE
"03 1, 2016",1456790400,A3ESKUU07W1W9L,,B000ER9V68,"perfect for Halloween, don't expect high quality , this is really meant to be used just once or twice.  The dress came longer than the photo, but I hemmed it and it was fine for the party.","{'Size:': ' Large', 'Color:': ' Black'}",4,perfect for Halloween,Shirin,,TRUE
"02 26, 2016",1456444800,A1BJ0BZ0LT5U4C,,B000ER9V68,Great costume and received it promptly,"{'Size:': ' X-Large', 'Color:': ' Black'}",5,Five Stars,Maureen C. Danbury,,TRUE
"02 19, 2016",1455840000,A1AJM83LBTBPJD,,B000ER9V68,"The costume was ok... I ordered a Medium, but fits like a Large. I had to fix some of the strings because it wasn't pulled out correctly. Overall an ok product.","{'Size:': ' Medium', 'Color:': ' Black'}",4,but fits like a Large,Annie VW,,TRUE
"02 18, 2016",1455753600,A3N75AAAP9QGTP,,B000ER9V68,Very cute.,"{'Size:': ' Large', 'Color:': ' Black'}",4,Four Stars,Amazon Customer,,TRUE
"02 18, 2016",1455753600,AVHGZJL7EQU9P,,B000ER9V68,Came the next day. Fit very well surprisingly good quality for such a low price.,"{'Size:': ' Small', 'Color:': ' Black'}",5,Fit very well surprisingly good quality for such a low price,Dj,,TRUE
"02 11, 2016",1455148800,A1SM5AHXVFFT80,,B000ER9V68,Excellent costume,"{'Size:': ' Large', 'Color:': ' Red'}",5,Perfect,Cathy Marie Gallick,,TRUE
"02 4, 2016",1454544000,A6BC9GI4HB705,,B000ER9V68,Outfit was a bit smaller then I expected,"{'Size:': ' X-Large', 'Color:': ' Red'}",1,One Star,Amazon Customer,,TRUE
"01 31, 2016",1454198400,A2A133Y3SWMAGR,,B000ER9V68,"As we are going to a 20's themed party, this dress is the ""cat's meow"".  Totally party appropriate!!","{'Size:': ' Medium', 'Color:': ' Black'}",5,Five Stars,tweety,,TRUE
"01 31, 2016",1454198400,A2YLSJW4SJBMF9,,B000ER9V68,This was a fun dress. It kind of falls apart and fits a little small but for a one knight it's okay.,"{'Size:': ' Medium', 'Color:': ' Black'}",4,Okay,Denise Bosquet,,TRUE
"01 20, 2016",1453248000,A1YO4X8518OPG0,,B000ER9V68,"I purchased a large for a Halloween costume expecting it to probably be a bit baggy on me, but worried that a medium may have been too small after seeing some of the pictures others have posted (I'm typically a medium in clothing). I think I could have gotten away with a medium, but the large worked perfectly fine as a costume piece. It's a very simple flapper costume but I accessorized well and got a lot of compliments! The material is cheap, but that didn't really bother me at all, as I wasn't going for authenticity.","{'Size:': ' Large', 'Color:': ' Black'}",4,Great choice for a Halloween or party costume!,Sarah,,TRUE
"01 15, 2016",1452816000,AVUXEOIE1A0U4,,B000ER9V68,Came fast and was perfect for halloween! It was a little looser than I would have liked but it fit for the time period and I received a ton of compliments all night! The feather headband was by far the best part of the costume- so fun!,"{'Size:': ' Small', 'Color:': ' Black'}",4,Came fast and was perfect for halloween,Maddy,,TRUE
"01 15, 2016",1452816000,AS5NOI9PNB9QS,,B000ER9V68,Absolutely love it!!  For the price you couldn't beat it!!,"{'Size:': ' X-Large', 'Color:': ' Black'}",5,Happy New Year,Nancy,,TRUE
"01 14, 2016",1452729600,A2UUO64SOHPVZ7,,B000ER9V68,"NIce, doesnt look like a costume but a nice era dress. YOu will see the difference in costume wear. Great for the price.","{'Size:': ' Medium', 'Color:': ' Black'}",4,Dressy Era dress,Donna P. F.,,TRUE
"01 13, 2016",1452643200,A1TG6Q2V3AZGZI,,B000ER9V68,"My wife is normally wear size 19 and this was a little large for her (5.6"", 153 lbs) Other that looks great.","{'Size:': ' Medium', 'Color:': ' Red'}",4,153 lbs) Other that looks great.,Sami,,TRUE
"01 8, 2016",1452211200,A36T4SXCKWJ3M1,,B000ER9V68,"It definitely runs large, but honestly it didn't bother me too much. I wish I would have ordered a size down, but because I am so tall I wanted it to be a little longer. It works perfectly for a 20s themed party. Nothing too fancy, but still a solid costume piece!","{'Size:': ' X-Large', 'Color:': ' Black'}",4,"It definitely runs large, but honestly it didn't bother ...",Julianna,,TRUE
"01 6, 2016",1452038400,AOUKFHFWS4AK8,,B000ER9V68,I wore this to a 1920s themed bridal shower and everyone commented on it and asked where I got it. It was so comfortable and so easy to accessorize!,"{'Size:': ' Large', 'Color:': ' Black'}",5,It was so comfortable and so easy to accessorize,cindy roberts,,TRUE
"01 4, 2016",1451865600,A3I71AMV23TRWG,,B000ER9V68,"This dress was not only very cute, but a great price for a party.  Very happy with this!","{'Size:': ' Medium', 'Color:': ' Black'}",5,Cute dress - great price,JulesD,,TRUE
"01 4, 2016",1451865600,A2O2VQNJTU342S,,B000ER9V68,Great Halloween costume. Looks good on and fits well.,"{'Size:': ' Medium', 'Color:': ' Black'}",5,Five Stars,Amelia,,TRUE
"01 2, 2016",1451692800,A2LLXVYLV8OKIS,['https://images-na.ssl-images-amazon.com/images/I/71QpUTz2u6L._SY88.jpg'],B000ER9V68,"I usually wear a 4/6 in womans but decided to buy a medium because of the other reviews. It was a little big but the length was good. Overall, worked out great for the party.","{'Size:': ' Medium', 'Color:': ' Red'}",4,It was a little big but the length was good. Overall,Haley M Smallwood,,TRUE
"12 30, 2015",1451433600,A3N2Y4SA9PTJ58,,B000ER9V68,Great dress!!!!!,"{'Size:': ' Small', 'Color:': ' Black'}",5,Five Stars,Tammy Battista,,TRUE
"12 27, 2015",1451174400,AS4U0HUU72NI1,,B000ER9V68,A little snug to yr body but it's very nice and affordable,"{'Size:': ' Large', 'Color:': ' Black'}",5,Five Stars,christina palmer,,TRUE
"12 23, 2015",1450828800,A2S7LFOGKVJ9WK,,B000ER9V68,"I am a 120 lbs and 5' 4 so I ordered the small. The body fits ok but the dress stops where my butt meets my leg! It is ridiculously too short, I can't lift my arms or bend over or barely walk without my butt being seen. The fringe hangs down so it's not that obvious until I move. Also the dress description says the headband was included and the bag the dress came in said there was a headband but there is no headband. I'm furious because it's too late for me to do anything about it before my trip. So i'm just out the money and still no Great Gatsby costume!","{'Size:': ' Small', 'Color:': ' Black'}",1,VERY DISAPPOINTED,JKmorri,2,TRUE
"12 19, 2015",1450483200,A3QYIII1VHFDZM,,B000ER9V68,"Cute,stylish,but  too tight in the bottom and slightly to big on the top.","{'Size:': ' X-Large', 'Color:': ' Black'}",3,"Cute, stylish, but too tight in the bottom ...",Carrie Ann,,TRUE
"12 16, 2015",1450224000,ASH1FZQU168I3,,B000ER9V68,great for the price and for halloween :),"{'Size:': ' Medium', 'Color:': ' Black'}",5,Five Stars,Wyatt Foster,,TRUE
"12 12, 2015",1449878400,A3HE6DTUQDABK1,,B000ER9V68,nice outfit,"{'Size:': ' Large', 'Color:': ' Black'}",5,Five Stars,carol Z.,,TRUE
"12 9, 2015",1449619200,A3JDF9CIO4PUN7,,B000ER9V68,"Great well-built costume, can definitely use multiple times. I'm 115 lbs, 5'5'' and the small fits me well (just like the picture, not tight, with some extra room).  As a reference to the reviews that say the dress run small, particularly in the waist area, i wear 26"" jeans and i still have plenty of room in the small.","{'Size:': ' Small', 'Color:': ' Black'}",5,Great well-built costume,San Francisco,,TRUE
"12 9, 2015",1449619200,A13MJ7RCG1G64W,,B000ER9V68,This fits perfect!  And great dress and hairpiece!,"{'Size:': ' Small', 'Color:': ' Black'}",5,Great!,Jenna Durrence,,TRUE
"12 4, 2015",1449187200,AW6CXKSOEN7G0,,B000ER9V68,"It's nice to wear a flapper dress, because I feel like Leonardo's leading lady in his ""Gatsby"" movie.",,5,nice dress,Amazon Customer,,FALSE
"12 2, 2015",1449014400,A3SFMZKVLRW0S8,,B000ER9V68,Sizes run small so be careful when ordering,"{'Size:': ' Medium', 'Color:': ' Black'}",3,Three Stars,Deanna Holste,,TRUE
"11 30, 2015",1448841600,A2BTQ92WG64ZJO,,B000ER9V68,"This dress worked for Halloween, I'm naturally small so it was a little big on me and the shoulders kept going down. Overall it was a great costume to wear for the price.","{'Size:': ' Small', 'Color:': ' Red'}",3,Overall it was a great costume to wear for the price,Victoria Wesley,,TRUE
"11 30, 2015",1448841600,A3R25IZKOEI8Y,,B000ER9V68,Love it got great reviews..,"{'Size:': ' Large', 'Color:': ' Black'}",3,Three Stars,Jazz BD,,TRUE
"11 29, 2015",1448755200,AV20N5Q3NABHN,,B000ER9V68,fit and made well,"{'Size:': ' X-Large', 'Color:': ' Black'}",4,Four Stars,TP,,TRUE
"11 24, 2015",1448323200,AU6Q4L4OOXMGJ,,B000ER9V68,If you're curvy around the hips get a larger size. The dress is pretty straight fit. It is a great costume dress overall.  The feather headband was okay.  You may want another headband if you're looking for more glitz and glam.,"{'Size:': ' X-Large', 'Color:': ' Black'}",4,Big thighs?  Get a larger size.  :-)  Curvy hips will need it. The dress is a straight fit.,Barbara,,TRUE
"11 21, 2015",1448064000,A21A31VVPH8LJM,,B000ER9V68,"Too big for me but great service, quality and return policy.","{'Size:': ' X-Large', 'Color:': ' Black'}",5,Great vendor,SmartShopper,,TRUE
"11 21, 2015",1448064000,ALNSVR8X2JKKL,,B000ER9V68,"I bought this costume in an extra large, even though I wear a large normally.  It was still a little snug, but with some stretch it was still comfortable.  I got the black one and felt really ""Flapper-ish!""  The feather on the headband wasn't very large, so it didn't stand up much, but it was comfortable, too. It was a great costume for my dinner/event at a good price.  I can wear it again, too.","{'Size:': ' X-Large', 'Color:': ' Black'}",4,but with some stretch it was still comfortable. I got the black one and felt really ...,Bergie,,TRUE
"11 18, 2015",1447804800,A1LSK2QDFXVHO4,,B000ER9V68,"So the dress is exactly as pictured and described. And I'm actually really happy with it. HOWEVER. Because of other reviews, I was afraid to order the dress true to size, since so many people have said that the dress runs small.
I am 5""5, 116 lbs, have a small chest and usually wear a small in everything. But I ordered a medium because that's what all the reviews said to do, and the dress is definitely too big. I'm actually fine with it, because it's just a little too baggy and long which actually gives it more of a genuine 1920's look (clothes kind of hung on women back then and were not form fitting).
So, all in all, I would say that if you are looking for this dress to fit you right, and maybe be a little sexier, buy the size you usually wear. If you have some time before the event you're wearing it to, you can always send it back and re-order if it's too big/small.
As far as the product goes, I'm very happy with the quality and everything about the dress. It smells horribly of chemical plastic, so give it some time to air out. And the headdress, as everyone else has mentioned, is sparse and could use some TLC if you're wanting a really snazzy headpeice. But I'm wearing it as is because I think it's just fine.",,5,"Great Item, but use caution when deciding what size to order it in",Alex,,TRUE
"11 17, 2015",1447718400,A1I660UB9C0KXL,,B000ER9V68,not the most quality dress but good for what it is. fit good.,"{'Size:': ' Medium', 'Color:': ' Black'}",3,Three Stars,baillee,,TRUE
